PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS;N_CATALOGO
Demolición total;Ambiental;---;---;---;714/2001/00701;---;11018645;443021.86;4476380.8;29058
Parcial;Parcial;---;---;---;---;---;11018648;442993.27;4476409.24;29059
Parcial;Parcial;---;---;---;---;---;11018575;442974.52;4476412.9;29060
Parcial;Parcial;---;---;---;---;---;11018649;442986.44;4476415.57;29061
Ambiental;Ambiental;---;---;---;---;---;11018576;442964.88;4476422.5;29062
Ambiental;Ambiental;---;---;---;---;---;11018781;442886.73;4476514.14;29064
Estructural;Estructural;---;---;---;---;---;11017387;443094.09;4475922.87;29065
Parcial;Parcial;---;---;---;---;---;20178117;444268.3;4476818.99;29066
Parcial;Parcial;---;---;---;---;---;11016415;443426.21;4475170.37;29067
Singular;Singular;---;---;---;---;---;11048709;441665.27;4482829.5;29068
Parcial;Parcial;---;---;---;---;---;11016395;443294.01;4475074.46;29069
Estructural;Estructural;---;---;---;---;---;31007282;443322.03;4475000.12;29070
Integral;Integral;---;---;---;---;---;11016346;443283.97;4474937.23;29071
Singular;Singular;---;---;---;---;---;11015805;443278.3;4474852.67;29072
Parcial;Parcial;---;---;---;---;---;11016277;443563.94;4474968.87;29073
Parcial;Parcial;---;---;---;---;---;11016365;443519.03;4475106.44;29074
Parcial;Parcial;---;---;---;---;---;11016442;443392.95;4475192.06;29075
Parcial;Parcial;---;---;---;---;---;11016520;443468.51;4475198.91;29076
Estructural;Estructural;---;---;---;---;---;11016537;443459.51;4475286.45;29077
Estructural;Estructural;---;---;---;---;---;11016537;443459.51;4475286.45;29077
Parcial;Parcial;---;X;---;---;---;20157029;443454.34;4474963.22;29078
Parcial;Parcial;---;X;---;---;---;20157056;443522.49;4475001.01;29078
Ambiental;Ambiental;---;---;---;---;---;20016420;441780.21;4482789.01;29079
Ambiental;Ambiental;---;---;---;---;---;11016903;443612.39;4475680.05;29080
Ambiental;Ambiental;---;---;---;---;---;11049206;441773.68;4482944.05;29084
Parcial;Parcial;---;---;---;---;---;11016549;443759.62;4475233.17;29085
Ambiental;Ambiental;---;---;---;---;---;20016384;441733.58;4482907.42;29086
Demolición total;Ambiental;---;---;Dictamen CPPHAN 26.12/.2014;711/2012/28938;---;20016386;441733.66;4482913.73;29086
Demolición total;Ambiental;---;---;"
Resolución de licencia de demolición y sustitución de fecha 23/10/2000
Expediente: 714/2000/04418
El nº 50
de fecha 03.03.2015
Dictamen CPPHAN 26/12/2014
Expediente: 711/2012/28938";711/2012/28938;---;11049246;441735.58;4482898.32;29086
Ambiental;Ambiental;---;---;---;---;---;11048808;441727.52;4482872.89;29087
Estructural;Estructural;---;---;---;---;---;31004601;443722.64;4475597.73;29090
Estructural;Estructural;---;---;---;---;---;11016569;443483.65;4475301.67;29091
Parcial;Parcial;---;X;---;---;---;11016577;443706.31;4475213.49;29092
Parcial;Parcial;---;---;---;---;---;11016582;443532.28;4475312.54;29093
Estructural;Estructural;---;X;---;---;---;11016960;443403.64;4475588.77;29094
Singular;Singular;Pza. toros Las Ventas;---;---;---;---;11017699;443775.82;4475871.22;29096
Ambiental;Ambiental;---;---;---;---;---;11016973;443576.71;4475716.56;29097
Ambiental;Ambiental;---;---;---;---;---;11017013;443554.89;4475796.68;29098
Ambiental;Ambiental;---;---;---;---;---;11017014;443552.13;4475806.88;29099
Ambiental;Ambiental;---;---;---;---;---;20148729;441702.31;4482933.7;29100
Parcial;Parcial;---;---;---;---;---;11018150;442956.25;4476619.23;29101
Estructural;Estructural;---;---;---;---;---;11017033;443451.65;4475765.53;29103
Estructural;Estructural;---;---;---;---;---;11017017;443454.4;4475754.94;29104
Estructural;Estructural;---;---;---;---;---;11017018;443460.11;4475756.36;29105
Estructural;Estructural;---;---;---;---;---;11017035;443466.22;4475767.74;29106
Estructural;Estructural;---;---;---;---;---;11017036;443472.76;4475768.94;29107
Demolición total;Estructural;---;---;Junio 2003 Decreto de ruina inminente.;713/2001/05555;---;11017038;443486.76;4475771.46;29108
Volumétrico;Volumétrico;---;---;---;---;---;11017021;443481.85;4475759.08;29109
Estructural;Estructural;---;---;---;---;---;11017022;443488.93;4475760.77;29110
Estructural;Estructural;---;---;---;---;---;11017023;443495.97;4475761.86;29111
Parcial;Parcial;---;---;---;---;---;11017040;443501.33;4475773.92;29112
Estructural;Estructural;---;---;---;---;---;11017024;443503.92;4475763.19;29113
Parcial;Parcial;---;---;---;---;---;11017041;443509.42;4475775.28;29114
Estructural;Estructural;---;---;---;---;---;11017042;443515.54;4475775.86;29115
Parcial;Parcial;---;---;---;---;---;11017045;443556.65;4475783.53;29116
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11017618;443613.71;4476244.75;29117
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11017616;443622.94;4476196.71;29117
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11017617;443618.29;4476220.88;29117
Estructural;Estructural;---;X;---;---;---;11017104;443171.5;4475771.09;29118
Estructural;Estructural;---;---;---;---;---;11017134;443154.85;4475811.32;29119
Parcial;Parcial;---;---;---;---;---;11017117;443207.22;4475803.34;29120
Parcial;Parcial;---;---;---;---;---;11017118;443221.93;4475805.45;29121
Parcial;Parcial;---;---;---;---;---;11017128;443353.46;4475824.34;29122
Parcial;Parcial;---;---;---;---;---;11017127;443341.92;4475822.84;29122
Parcial;Parcial;---;---;---;---;---;11017129;443365.81;4475826.1;29123
Parcial;Parcial;---;---;---;---;---;11017130;443372.41;4475827.05;29124
Parcial;Parcial;---;---;---;---;---;11017131;443387.44;4475829.21;29125
Ambiental;Ambiental;---;X;---;---;---;11017700;443745.53;4476230.57;29126
Ambiental;Ambiental;---;X;---;---;---;11017779;443875.73;4476283.36;29126
Ambiental;Ambiental;---;X;---;---;---;11017701;443741.2;4476197.51;29126
Ambiental;Ambiental;---;X;---;---;---;11017716;443793.31;4476176.46;29126
Ambiental;Ambiental;---;X;---;---;---;11017696;443816.24;4476231.0;29126
Ambiental;Ambiental;---;X;---;---;---;11017725;443863.75;4476257.9;29126
Ambiental;Ambiental;---;X;---;---;---;11017698;443849.47;4476204.9;29126
Ambiental;Ambiental;---;X;---;---;---;11017719;443721.27;4476266.84;29126
Parcial;Parcial;---;---;---;---;---;11018262;443078.95;4476586.37;29127
Integral;Integral;---;---;---;---;---;11049008;441725.07;4483060.53;29129
Parcial;Parcial;---;---;---;---;---;31006424;443325.13;4476661.98;29132
Parcial;Parcial;---;---;---;---;---;11018249;443296.32;4476672.26;29132
Singular;Singular;COLEGIO FUNDACIÓN CALDEIRO;---;---;---;---;11017571;443455.29;4475970.03;29134
Estructural;Estructural;---;---;---;---;---;11017221;443476.54;4475814.41;29135
Estructural;Estructural;---;---;---;---;---;11017223;443491.12;4475816.52;29136
Estructural;Estructural;---;---;---;---;---;11017063;443474.45;4475803.53;29137
Estructural;Estructural;---;---;---;---;---;11017068;443509.81;4475808.7;29138
Estructural;Estructural;---;---;---;---;---;11017071;443530.78;4475811.6;29139
Estructural;Estructural;---;---;---;---;---;11017072;443537.93;4475812.61;29140
Parcial;Parcial;---;---;---;---;---;11017075;443589.77;4475820.02;29141
Estructural;Estructural;---;---;---;---;---;11017076;443596.79;4475821.03;29142
Estructural;Estructural;---;---;---;---;---;11017077;443603.52;4475822.01;29143
Estructural;Estructural;---;---;---;---;---;11017078;443610.25;4475822.98;29144
Parcial;Sin Catalogar;Clesa;;;135/2018/01588;;11047249;440951.28;4482397.79;29146
Singular;Singular;---;---;---;---;---;31063104;441908.17;4485249.79;29147
Parcial;Parcial;---;---;---;---;---;11049238;441748.45;4482831.88;29148
Ambiental;Parcial;---;---;---;711/2008/08700;---;11049239;441747.5;4482838.07;29148
Estructural;Estructural;---;---;---;---;---;31004379;442065.78;4482961.78;29149
Estructural;Estructural;---;---;---;---;---;11021384;441928.77;4477382.43;29150
Parcial;Parcial;---;---;---;---;---;11023059;443380.81;4478055.13;29151
Estructural;Estructural;---;---;---;---;---;20010280;442960.42;4479791.24;29153
Estructural;Estructural;---;---;---;---;---;20089821;442966.33;4480014.71;29153
Estructural;Estructural;---;---;---;---;---;11025384;442213.58;4478144.66;29155
Estructural;Estructural;---;---;---;---;---;11025384;442213.58;4478144.66;29155
Estructural;Estructural;---;---;---;---;---;11025580;442038.37;4478574.43;29156
Parcial;Parcial;---;---;---;---;---;11026869;443154.62;4479404.78;29157
Estructural;Estructural;---;---;---;---;---;11023562;443326.88;4478165.65;29158
Sin Catalogar;Sin Catalogar;---;X;---;---;---;20010058;442158.67;4478557.22;29159
Estructural;Estructural;---;---;---;---;---;11021105;442217.95;4478072.12;29162
Estructural;Estructural;---;---;---;---;---;11021077;442245.81;4478052.17;29162
Estructural;Estructural;---;---;---;---;---;11021078;442262.6;4478043.65;29162
Estructural;Estructural;---;---;---;---;---;11021076;442235.27;4478057.53;29162
Estructural;Estructural;---;---;---;---;---;20146616;442252.99;4478035.66;29163
Estructural;Estructural;---;---;---;---;---;11021071;442242.58;4478040.96;29163
Estructural;Estructural;---;---;---;---;---;11021070;442231.04;4478046.8;29163
Estructural;Estructural;---;---;---;---;---;11021104;442206.37;4478048.27;29163
Estructural;Estructural;---;---;---;---;---;11021074;442286.91;4478008.99;29168
Estructural;Estructural;---;---;---;---;---;11021073;442275.46;4478014.81;29168
Singular;Singular;---;---;---;---;---;11023439;442845.13;4477874.61;29171
Parcial;Parcial;---;---;---;---;---;11025132;442946.89;4478760.79;29172
Parcial;Parcial;---;---;---;---;---;11025195;442815.73;4478632.02;29174
Singular;Singular;---;---;---;---;---;11024251;442791.49;4478192.75;29175
Ambiental;Ambiental;---;X;---;---;---;11025247;442578.42;4478837.99;29176
Singular;Singular;---;---;---;---;---;31047593;442434.71;4477941.92;29177
Estructural;Estructural;---;---;---;---;---;11021088;442268.46;4477970.55;29178
Estructural;Estructural;---;---;---;---;---;11021089;442277.05;4477966.28;29178
Estructural;Estructural;---;---;---;---;---;11021111;442256.09;4477989.49;29178
Parcial;Parcial;---;---;---;---;---;31029049;441844.01;4478194.63;29179
Estructural;Estructural;---;---;---;---;---;11021116;442242.01;4477994.14;29183
Estructural;Estructural;---;---;---;---;---;11021115;442235.71;4477981.68;29183
Estructural;Estructural;---;---;---;---;---;11021117;442247.86;4478005.69;29183
Estructural;Estructural;---;---;---;---;---;11025127;443013.21;4478784.5;29186
Parcial;Parcial;---;---;---;---;---;20009960;442586.88;4478327.1;29187
Parcial;Parcial;---;---;---;---;---;11025686;441724.39;4479019.44;29188
Integral;Integral;---;---;---;---;---;11020626;441440.83;4477569.81;29190
Singular;Singular;---;---;---;---;---;11026986;442551.22;4479982.79;29192
Parcial;Parcial;---;---;---;---;---;11027391;442716.34;4480571.25;29193
Singular;Singular;---;---;---;---;---;11027161;442677.56;4480026.22;29194
Parcial;Parcial;---;---;---;---;---;11049189;441935.7;4482924.26;29195
Estructural;Estructural;---;---;---;---;---;11026971;442621.51;4480027.21;29196
Parcial;Parcial;---;---;---;---;---;11049016;441760.58;4483135.08;29197
Parcial;Parcial;---;---;---;---;---;11018410;443198.47;4476332.8;29198
Parcial;Parcial;---;---;---;---;---;11104473;444327.69;4475896.57;29199
Parcial;Parcial;---;---;---;---;---;11104961;444903.19;4475995.7;29200
Parcial;Parcial;---;---;---;---;---;11104961;444903.19;4475995.7;29201
Ambiental;Ambiental;---;X;---;---;---;11109261;444826.4;4476022.31;29202
Ambiental;Ambiental;---;X;---;---;---;11109272;444677.53;4476021.16;29202
Ambiental;Ambiental;---;X;---;---;---;11109248;444766.25;4476002.2;29202
Ambiental;Ambiental;---;X;---;---;---;11109252;444871.07;4476020.69;29203
Ambiental;Ambiental;---;X;---;---;---;11109277;444862.35;4476065.65;29203
Ambiental;Ambiental;---;---;---;---;---;11109439;444522.74;4476081.76;29205
Parcial;Parcial;---;---;---;---;---;11109446;444623.18;4476099.6;29206
Demolición total;Parcial;---;---;---;116/1996/05082;---;11109155;445243.51;4476337.73;29208
Parcial;Parcial;---;---;---;---;---;11109557;444662.08;4476004.19;29209
Parcial;Parcial;---;---;---;---;---;11109558;444659.4;4476019.93;29210
Integral;Integral;---;---;---;---;---;11027310;441791.49;4480569.58;29212
Estructural;Estructural;---;X;---;---;---;11027363;441951.05;4481019.49;29213
Estructural;Estructural;---;X;---;---;---;11027384;442037.5;4481280.29;29213
Estructural;Estructural;---;X;---;---;---;11027369;441994.16;4481006.4;29213
Estructural;Estructural;---;X;---;---;---;20151187;441913.05;4481095.3;29213
Estructural;Estructural;---;X;---;---;---;11027358;441876.36;4480925.54;29213
Estructural;Estructural;---;X;---;---;---;11027379;442002.29;4481256.22;29213
Estructural;Estructural;---;X;---;---;---;11027374;441944.4;4481213.9;29213
Volumétrico;Volumétrico;---;---;---;---;---;31063097;444148.38;4480067.49;29216
Volumétrico;Volumétrico;---;---;---;---;---;31063096;444112.05;4480021.93;29216
Singular;Singular;---;---;---;---;---;20039662;444286.79;4479355.4;29217
Parcial;Parcial;---;---;---;---;---;31021025;445912.04;4479464.59;29218
Ambiental;Ambiental;---;X;---;---;---;11119977;444689.97;4480834.14;29219
Ambiental;Ambiental;---;X;---;---;---;11120220;444700.17;4480751.03;29219
Ambiental;Ambiental;---;X;---;---;---;11120412;444957.89;4480881.37;29219
Ambiental;Ambiental;---;X;---;---;---;11120272;444955.58;4480800.34;29219
Ambiental;Ambiental;---;X;---;---;---;11120041;444707.96;4480790.5;29219
Ambiental;Ambiental;---;X;---;---;---;11120330;444820.97;4480775.0;29219
Ambiental;Ambiental;---;X;---;---;---;11120201;444719.32;4480737.07;29219
Ambiental;Ambiental;---;X;---;---;---;31041765;444776.06;4480750.09;29219
Ambiental;Ambiental;---;X;---;---;---;11120289;444911.56;4480783.43;29219
Ambiental;Ambiental;---;X;---;---;---;31047678;444755.98;4480769.57;29219
Ambiental;Ambiental;---;X;---;---;---;31041763;444725.87;4480773.18;29219
Ambiental;Ambiental;---;X;---;---;---;11120492;444796.27;4480836.79;29219
Ambiental;Ambiental;---;X;---;---;---;11120557;444939.23;4480900.83;29219
Ambiental;Ambiental;---;X;---;---;---;20070840;444990.71;4480846.65;29219
Ambiental;Ambiental;---;X;---;---;---;11120506;444823.71;4480862.57;29219
Ambiental;Ambiental;---;X;---;---;---;11120375;444961.58;4480867.52;29219
Ambiental;Ambiental;---;X;---;---;---;31047406;444739.35;4480804.24;29219
Ambiental;Ambiental;---;X;---;---;---;11120456;444808.05;4480803.06;29219
Ambiental;Ambiental;---;X;---;---;---;11120526;444902.19;4480892.64;29219
Ambiental;Ambiental;---;X;---;---;---;11120434;444892.49;4480867.53;29219
Ambiental;Ambiental;---;X;---;---;---;11120125;444779.07;4480731.46;29219
Ambiental;Ambiental;---;X;---;---;---;11120255;444986.96;4480823.83;29219
Ambiental;Ambiental;---;X;---;---;---;31041760;444675.77;4480778.06;29219
Ambiental;Ambiental;---;X;---;---;---;11120315;444856.23;4480768.52;29219
Ambiental;Ambiental;---;X;---;---;---;31041778;444724.48;4480838.09;29219
Parcial;Parcial;---;---;---;---;---;20086279;445224.7;4480527.39;29220
Parcial;Parcial;---;---;---;---;---;20086279;445224.7;4480527.39;29220
Estructural;Estructural;---;---;---;---;---;20167598;444370.49;4476478.09;29222
Volumétrico;Volumétrico;---;---;---;---;---;11108206;445798.6;4476619.51;29227
Volumétrico;Volumétrico;---;---;---;---;---;11111208;445163.78;4477343.72;29229
Parcial;Parcial;---;---;---;---;---;11111530;444407.44;4478422.64;29230
Parcial;Parcial;---;---;---;---;---;11111530;444407.44;4478422.64;29230
Parcial;Parcial;---;---;---;---;---;11112323;443687.23;4479235.35;29231
Parcial;Parcial;---;---;---;---;---;20039010;445235.27;4477315.53;29234
Demolición total;Ambiental;---;---;En 26.03.2001 - licencia sustitución ;714/2000/04149;---;11110419;445757.64;4477236.51;29235
Demolición total;Ambiental;---;---;En 26.03.2001 - licencia sustitución ;714/2000/04149;---;11110419;445757.64;4477236.51;29235
Parcial;Sin Catalogar;Unifamiliar;---;---;135/2021/01942;https://geoportal.madrid.es/fsdescargas/IDEAM_WBGEOPORTAL/ESTATICOS_VISORES_URBANISTICOS/PG97/FICHAS/CEP/50884_381272955_FN.pdf;11108089;445903.59;4476756.35;50884
Volumétrico;Volumétrico;---;---;---;---;---;11108092;445969.75;4476793.09;29237
Volumétrico;Volumétrico;---;---;---;---;---;11108092;445969.75;4476793.09;29237
Estructural;Estructural;---;---;---;---;---;11108116;445874.44;4476851.86;29239
Parcial;Parcial;---;X;---;---;---;11018870;442592.01;4476529.22;29240
Singular;Singular;---;---;---;---;---;11022755;443021.7;4476772.67;29241
Parcial;Parcial;---;---;---;---;---;11022723;442861.89;4476789.17;29244
Parcial;Parcial;---;---;---;---;---;11022724;442854.95;4476802.31;29245
Estructural;Estructural;---;---;---;---;---;31006815;444106.47;4478222.72;29247
Integral;Integral;---;---;---;---;---;11018896;442609.91;4476480.91;29248
Demolición total;Ambiental;---;---;Resolución de licencia de demolición y sustitución de fecha 13.11.2001;714/2001/04154;---;11049018;441766.56;4483148.28;29249
Estructural;Estructural;---;---;---;---;---;31006551;441336.96;4480945.45;29250
Estructural;Estructural;---;---;---;---;---;31045177;441425.29;4480931.93;29250
Estructural;Estructural;---;---;---;---;---;11046917;441508.57;4480761.28;29250
Estructural;Estructural;---;---;---;---;---;11046913;441286.47;4480692.9;29250
Estructural;Estructural;---;---;---;---;---;11046913;441286.47;4480692.9;29250
Estructural;Estructural;---;---;---;---;---;11046915;441184.24;4480675.21;29250
Estructural;Estructural;---;---;---;---;---;11046912;441433.09;4480667.16;29250
Volumétrico;Volumétrico;---;---;---;---;---;31008400;442878.61;4476914.32;29251
Parcial;Parcial;---;---;---;---;---;11022591;442849.36;4476998.44;29252
Parcial;Parcial;---;---;---;---;---;11022526;442821.45;4476867.29;29253
Parcial;Parcial;---;---;---;---;---;11022525;442810.81;4476888.0;29254
Parcial;Parcial;---;---;---;---;---;11022524;442806.89;4476895.62;29255
Ambiental;Ambiental;---;---;---;---;---;11022027;442703.09;4477096.04;29256
Parcial;Parcial;---;---;---;---;---;11022499;442818.99;4476931.02;29258
Ambiental;Ambiental;---;---;---;---;---;11022557;442928.9;4476984.06;29259
Ambiental;Ambiental;---;---;---;---;---;11022558;442935.47;4476990.36;29260
Parcial;Parcial;---;---;---;---;---;11023796;443056.33;4477486.16;29261
Estructural;Estructural;---;---;---;---;---;20156049;442702.95;4477208.47;29262
Parcial;Parcial;---;---;---;---;---;11022168;442822.94;4477239.25;29263
Ambiental;Ambiental;---;---;---;---;---;11023914;442627.2;4477166.18;29264
Parcial;Parcial;---;---;---;---;---;11023901;442706.13;4477170.87;29265
Parcial;Parcial;---;---;---;---;---;11023831;442875.76;4477331.28;29266
Parcial;Parcial;---;---;---;---;---;11023832;442881.84;4477335.9;29267
Ambiental;Ambiental;---;---;---;---;---;11022055;442795.38;4477228.01;29268
Estructural;Estructural;---;---;---;---;---;11023687;443226.06;4477628.21;29269
Estructural;Estructural;---;---;---;---;---;20151674;443159.2;4477482.38;29270
Estructural;Estructural;---;---;---;---;---;11022269;443185.83;4477437.34;29270
Demolición total;Ambiental;---;---;"Resolución de licencia de demolición y sustitución de fecha 06.06.2001
Dictamen CPPHAN 14/11/2000";714/2000/00613;---;11022009;442653.68;4477011.12;29271
Parcial;Parcial;---;---;---;---;---;11027495;442805.79;4477412.95;29272
Parcial;Parcial;---;---;---;---;---;11023853;442958.94;4477414.65;29273
Parcial;Parcial;---;---;---;---;---;11022734;442717.83;4476742.49;29274
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11021931;442524.73;4476753.73;29275
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11021927;442543.6;4476729.13;29275
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11021921;442564.0;4476695.16;29275
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11021910;442588.33;4476763.09;29275
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11022619;442572.99;4476843.16;29275
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11022663;442657.24;4476907.5;29275
Sin Catalogar;Sin Catalogar;---;X;---;---;---;11022649;442650.8;4476873.86;29275
Estructural;Estructural;---;---;---;---;---;11024020;442601.26;4477724.79;29278
Parcial;Parcial;---;---;---;---;---;11022770;442934.51;4476928.89;29279
Parcial;Parcial;---;---;---;---;---;11022138;442820.66;4477015.49;29281
Ambiental;Ambiental;---;---;---;---;---;11107788;445464.36;4476288.73;29282
Parcial;Parcial;---;---;---;---;---;11109221;445128.52;4476109.75;29283
Parcial;Parcial;---;---;---;---;---;11108765;445625.68;4476417.5;29285
Parcial;Parcial;---;---;---;---;---;11016997;443432.36;4475732.86;29286
Parcial;Parcial;---;X;---;---;---;11016823;443490.26;4475603.5;29287
Parcial;Parcial;---;---;---;---;---;11016912;443712.8;4475681.13;29288
Estructural;Estructural;---;---;---;---;---;20103492;443436.63;4475013.25;29289
Ambiental;Ambiental;---;---;---;---;---;11018685;442973.36;4476462.19;29291
Ambiental;Parcial;---;---;---;711/2012/20753;---;20148733;441668.64;4482857.77;29292
Ambiental;Parcial;---;---;---;711/2012/20753;---;11048773;441669.96;4482881.14;29292
Ambiental;Parcial;---;---;---;711/2012/20753;---;11048904;441668.02;4482869.84;29292
Ambiental;Ambiental;---;---;---;---;---;20008642;443793.37;4475283.87;29293
Volumétrico;Volumétrico;---;---;---;---;---;11017030;443555.46;4475771.49;29294
Volumétrico;Volumétrico;---;---;---;---;---;20148480;443568.35;4475747.36;29295
Parcial;Parcial;---;---;---;---;---;11017411;443124.96;4476090.82;29296
Parcial;Parcial;---;---;---;---;---;11015859;443552.99;4474858.28;29297
Parcial;Parcial;---;---;---;---;---;11018338;443222.09;4476244.61;29299
Parcial;Parcial;---;---;---;---;---;11018356;443132.9;4476201.05;29300
Parcial;Parcial;---;---;---;---;---;11018339;443228.93;4476248.91;29301
Ambiental;Ambiental;---;---;---;---;---;11016512;443500.74;4475247.55;29302
Parcial;Parcial;---;---;---;---;---;11109560;444652.16;4476062.17;29303
Ambiental;Ambiental;---;---;---;---;---;11017153;443359.3;4475840.37;29305
Parcial;Parcial;---;---;---;---;---;11017154;443373.59;4475842.41;29306
Ambiental;Ambiental;---;---;---;---;---;11016264;443487.07;4474906.44;29309
Ambiental;Ambiental;---;---;---;---;---;11016265;443501.59;4474905.18;29310
Parcial;Parcial;---;---;---;---;---;11018565;443029.03;4476324.33;29311
Parcial;Parcial;---;---;---;---;---;11018750;442898.04;4476591.09;29314
Estructural;Estructural;---;---;---;---;---;11017053;443241.88;4475568.78;29316
Parcial;Parcial;---;---;---;---;---;11018423;443319.75;4476365.82;29317
Parcial;Parcial;---;---;---;---;---;11024083;442879.32;4477471.09;29318
Parcial;Parcial;---;---;---;---;---;11016407;443363.26;4475015.53;29319
Estructural;Estructural;---;---;---;---;---;11016354;443378.76;4474996.19;29320
Parcial;Parcial;---;---;---;---;---;11016408;443390.06;4475023.35;29321
Parcial;Parcial;Calle Peñascales 31;---;---;---;---;11016193;443616.96;4475013.44;29322
Parcial;Parcial;---;---;---;---;---;11016313;443597.51;4475005.23;29323
Parcial;Parcial;---;---;---;---;---;11016449;443488.59;4475162.9;29324
Ambiental;Ambiental;---;---;---;---;---;11016384;443500.17;4475151.95;29325
Parcial;Parcial;---;---;---;---;---;11016450;443486.6;4475151.0;29326
Parcial;Parcial;---;---;---;---;---;11016451;443484.63;4475139.1;29327
Ambiental;Ambiental;---;---;---;---;---;11016452;443482.64;4475127.18;29328
Ambiental;Ambiental;---;---;---;---;---;11016801;443532.65;4475325.71;29330
Ambiental;Ambiental;---;---;---;---;---;11018126;443447.25;4476585.9;29331
Parcial;Parcial;---;X;---;---;---;11016806;443482.1;4475426.16;29332
Parcial;Parcial;---;---;---;---;---;11016807;443503.73;4475397.11;29333
Ambiental;Ambiental;---;---;---;---;---;11016810;443531.29;4475353.01;29334
Parcial;Parcial;---;---;---;---;---;11023937;442519.93;4477359.75;29335
Parcial;Parcial;---;---;---;---;---;11017328;443064.48;4475850.92;29337
Ambiental;Ambiental;---;---;---;---;---;11022118;442939.36;4477137.84;29338
Singular;Singular;---;---;---;---;---;20043306;448162.18;4477353.51;29339
Parcial;Parcial;---;---;---;---;---;20043300;448258.28;4477399.05;29340
Parcial;Parcial;---;---;---;---;---;11138728;448138.29;4477580.52;29344
Estructural;Estructural;---;---;---;---;---;11141042;450995.78;4480510.43;29347
Descatalogado;Parcial;---;---;---;716/2003/00182;---;11140824;450878.4;4480605.47;29351
Estructural;Estructural;Centro Cultural;---;---;---;---;11140835;450956.01;4480453.81;29354
Estructural;Estructural;---;---;---;---;---;11140870;450998.67;4480451.13;29356
Parcial;Parcial;---;---;---;---;---;11140691;451021.4;4480534.24;29357
Estructural;Estructural;---;---;---;---;---;11143775;451024.55;4480449.73;29359
Singular;Singular;Iglesia de San Pedro Apostol;---;---;---;---;20043940;451040.72;4480576.01;29360
Singular;Singular;---;---;---;---;---;31038358;450662.2;4479828.6;29361
Ambiental;Ambiental;---;---;---;---;---;11140460;450953.02;4480360.53;29363
Estructural;Estructural;---;---;---;---;---;20063303;449698.2;4478802.23;29365
Singular;Singular;---;---;---;---;---;20063303;449698.2;4478802.23;29366
Ambiental;Ambiental;---;---;---;---;---;11049022;441778.2;4483182.08;29367
Parcial;Parcial;---;---;---;---;---;31013929;441817.03;4483220.11;29368
Parcial;Parcial;---;---;---;---;---;11049042;441648.28;4482975.16;29369
Ambiental;Ambiental;---;---;---;---;---;11049052;441576.48;4483041.75;29370
Parcial;Parcial;---;---;---;---;---;11049075;441668.02;4482938.61;29372
Estructural;Estructural;---;---;---;---;---;11049791;441907.12;4483498.32;29373
Estructural;Estructural;---;---;---;---;---;11049856;441837.21;4483415.22;29374
Ambiental;Ambiental;---;---;---;---;---;11119291;445610.45;4480608.11;29377
Ambiental;Ambiental;---;---;---;---;---;11118981;445628.42;4480601.25;29378
Estructural;Estructural;---;---;---;---;---;31038508;445604.26;4480440.84;29379
Estructural;Estructural;---;---;---;---;---;11118991;445542.03;4480527.59;29381
Parcial;Parcial;---;---;---;---;---;11119112;445657.54;4480537.58;29382
Estructural;Estructural;---;---;---;---;---;11118569;445657.88;4480431.52;29384
Estructural;Estructural;---;---;---;---;---;20076215;445740.68;4480358.17;29384
Integral;Integral;---;---;---;---;---;20076218;445712.32;4480428.26;29385
Singular;Singular;---;---;---;---;---;31043178;449542.01;4478627.94;29388
Parcial;Parcial;---;---;---;---;---;11139563;449614.93;4478681.43;29389
Parcial;Parcial;---;---;---;---;---;11139186;446815.05;4476892.96;29391
Parcial;Parcial;---;---;---;---;---;11139186;446815.05;4476892.96;29391
Parcial;Parcial;---;---;---;---;---;11022250;443180.77;4477420.9;29392
Parcial;Parcial;---;---;---;---;---;11022205;443134.0;4477395.27;29393
Parcial;Parcial;---;---;---;---;---;11023840;443014.03;4477441.75;29394
Parcial;Parcial;---;X;---;---;---;11018875;442703.9;4476617.24;29395
Estructural;Estructural;---;---;---;---;---;20097215;443058.85;4480402.39;29396
Estructural;Estructural;---;---;---;---;---;31044387;443257.66;4480399.47;29396
Ambiental;Ambiental;---;---;---;---;---;11023956;442736.28;4477498.35;29397
Parcial;Parcial;---;---;---;---;---;11118584;445584.58;4480452.72;29500
Integral;Integral;---;X;---;---;---;20086279;445224.7;4480527.39;29501
Demolición total;Ambiental;---;---;Afectado por exp : 135/2018/00652;135/2018/00652;---;11047535;441997.22;4482354.47;29502
Demolición total;Ambiental;---;---;Afectado por exp :  135/2018/00652;135/2018/00652;---;11047435;441962.01;4482313.59;29502
