PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS;N_CATALOGO
Parcial;Parcial;---;---;---;---;---;11019817;441832.17;4475932.12;14259
Parcial;Parcial;---;---;---;---;---;11019864;441827.14;4475905.43;14260
Parcial;Parcial;---;---;---;---;---;11019863;441809.12;4475906.62;14261
Estructural;Estructural;Palacio;---;---;---;---;11019862;441774.53;4475909.12;14262
Estructural;Estructural;---;---;---;---;---;11019868;441768.13;4475991.51;14265
Integral;Integral;ASOCIACION DE LA PRENSA;---;---;---;---;11019591;441865.2;4476018.31;14266
Estructural;Estructural;Palacio;---;---;---;---;11019592;441881.39;4476017.14;14267
Parcial;Parcial;---;---;---;---;---;11019594;441916.08;4476014.38;14269
Singular;Singular;Embajada de Italia;---;---;---;---;20008992;442009.24;4476005.72;14278
Estructural;Estructural;---;---;---;---;---;11019642;442043.05;4476004.71;14279
Parcial;Parcial;---;---;---;---;---;11019597;442080.11;4476002.69;14280
Estructural;Estructural;---;---;---;---;---;11019598;442103.6;4476001.04;14281
Parcial;Parcial;---;---;---;---;---;11019626;442129.41;4475977.8;14282
Integral;Integral;---;---;---;---;---;11019625;442127.1;4475945.86;14283
Integral;Integral;IGLESIA DE DOCE APOSTOLES;---;---;---;---;11019640;442037.98;4475944.47;14285
Estructural;Estructural;---;---;---;---;---;11019641;442040.31;4475978.25;14286
Ambiental;Ambiental;---;X;---;---;---;11019621;442155.08;4475957.02;14289
Ambiental;Ambiental;---;X;---;---;---;11019622;442161.82;4475964.85;14290
Ambiental;Ambiental;---;X;---;---;---;11019623;442155.06;4475970.95;14291
Singular;Singular;Palacio;---;---;---;---;11019637;442204.56;4475877.81;14298
Estructural;Estructural;---;---;---;---;---;11019730;441673.52;4475837.75;14305
Estructural;Estructural;---;---;---;---;---;11019740;441723.86;4475820.21;14307
Estructural;Estructural;---;---;---;---;---;11019739;441720.99;4475790.42;14308
Estructural;Estructural;---;---;---;---;---;11019716;441675.42;4475782.77;14309
Parcial;Parcial;SANATORIO N.S. ROSARIO;---;---;---;---;11019639;442341.47;4475932.39;14311
Parcial;Parcial;---;---;---;---;---;11019679;441760.39;4475881.15;14312
Parcial;Parcial;---;---;---;---;---;11019670;441785.65;4475890.25;14313
Parcial;Parcial;---;---;---;---;---;11019658;441827.92;4475875.2;14315
Singular;Singular;R.D.SAN ANDRES DE LOS F.;---;---;---;---;11019657;441826.52;4475851.96;14316
Parcial;Parcial;---;---;---;---;---;11019656;441824.76;4475831.16;14317
Parcial;Parcial;---;---;---;---;---;11019655;441823.78;4475817.67;14318
Parcial;Parcial;---;---;---;---;---;11019654;441822.97;4475806.58;14319
Estructural;Estructural;---;---;---;---;---;11019660;441781.87;4475775.35;14322
Estructural;Estructural;---;---;---;---;---;11019674;441753.81;4475786.69;14323
Estructural;Estructural;---;---;---;---;---;11019675;441755.08;4475803.57;14324
Parcial;Parcial;---;---;---;---;---;11019676;441756.64;4475826.02;14325
Parcial;Parcial;---;---;---;---;---;11019677;441757.84;4475843.78;14326
Parcial;Parcial;---;---;---;---;---;11019678;441759.05;4475861.5;14327
Parcial;Parcial;---;---;---;---;---;11019652;441845.97;4475871.51;14328
Parcial;Parcial;---;---;---;---;---;11019669;441913.24;4475867.07;14331
Parcial;Parcial;---;---;---;---;---;11019666;441909.35;4475811.04;14335
Integral;Integral;---;---;---;---;---;11019665;441905.34;4475767.45;14336
Integral;Integral;---;---;---;---;---;11019664;441887.34;4475767.87;14337
Parcial;Parcial;---;---;---;---;---;11019663;441856.06;4475770.32;14338
Parcial;Parcial;---;---;---;---;---;11019650;441841.87;4475814.45;14339
Ambiental;Ambiental;---;---;---;---;---;11019651;441844.09;4475845.6;14340
Parcial;Parcial;---;---;---;---;---;11019627;441942.97;4475878.91;14341
Parcial;Parcial;---;---;---;---;---;11019628;441964.98;4475877.35;14342
Parcial;Parcial;---;---;---;---;---;11019647;441997.25;4475835.2;14344
Parcial;Parcial;---;---;---;---;---;11019646;441995.96;4475817.98;14345
Estructural;Estructural;---;---;---;---;---;11019589;441949.08;4475763.58;14348
Integral;Integral;EDIFICIO GIRASOL;---;---;---;---;11019588;441937.57;4475764.38;14349
Estructural;Estructural;---;---;---;---;---;11019608;441928.7;4475834.16;14350
Integral;Integral;---;---;---;---;---;11019550;442140.41;4475861.26;14358
Singular;Integral;BANCA MARCH;---;---;135/2021/02433;---;31006743;442135.38;4475810.35;14360
Estructural;Estructural;---;---;---;---;---;11019737;441748.08;4475733.57;14364
Parcial;Parcial;---;---;---;---;---;11019710;441781.7;4475742.4;14365
Integral;Integral;---;---;---;---;---;11019699;441813.69;4475712.25;14366
Estructural;Estructural;---;---;---;---;---;11019697;441810.86;4475688.44;14368
Parcial;Parcial;---;---;---;---;---;11019696;441809.59;4475677.19;14369
Estructural;Estructural;RESIDENCIA CONSUL EE.UU.;---;---;---;---;11019703;441777.57;4475635.56;14373
Parcial;Parcial;---;---;---;---;---;11019734;441738.51;4475671.03;14375
Estructural;Estructural;---;---;---;---;---;11019735;441741.56;4475690.96;14376
Parcial;Parcial;---;---;---;---;---;11019736;441744.15;4475706.66;14377
Parcial;Parcial;EDIFICIO DE OFICINAS;---;---;---;---;11019691;441847.57;4475711.6;14378
Parcial;Parcial;---;---;---;---;---;11019707;441877.83;4475628.22;14382
Estructural;Estructural;---;---;---;---;---;11019706;441861.96;4475629.35;14383
Parcial;Parcial;---;---;---;---;---;11019705;441839.94;4475630.88;14384
Parcial;Parcial;---;---;---;---;---;11019689;441825.49;4475658.9;14385
Parcial;Parcial;---;---;---;---;---;11019690;441828.07;4475680.79;14386
Integral;Integral;O.N.C.E.;---;---;---;---;11019587;441969.32;4475729.01;14388
Singular;Singular;Palacio;---;---;---;---;11019605;441914.43;4475659.67;14389
Estructural;Estructural;---;---;---;---;---;11019643;441982.35;4475630.76;14390
Estructural;Estructural;---;---;---;---;---;11019584;441946.88;4475623.31;14391
Estructural;Estructural;---;---;---;---;---;11019583;441921.88;4475625.03;14392
Estructural;Estructural;---;---;---;---;---;11019604;441913.17;4475647.38;14393
Parcial;Parcial;---;---;---;---;---;31007192;442107.45;4475674.62;14397
Parcial;Parcial;---;---;---;---;---;11019540;442105.57;4475649.62;14398
Estructural;Estructural;---;---;---;---;---;11019497;442043.79;4475616.07;14401
Estructural;Estructural;---;---;---;---;---;11019563;442017.31;4475659.02;14403
Estructural;Estructural;---;---;---;---;---;11019564;442018.72;4475676.23;14404
Estructural;Estructural;---;---;---;---;---;11019565;442019.96;4475693.08;14405
Estructural;Estructural;---;---;---;---;---;11019512;442156.48;4475715.64;14407
Estructural;Estructural;---;---;---;---;---;11019513;442179.21;4475713.74;14408
Singular;Singular;Hotel Marqués de Hinojosa;---;---;---;---;11019514;442200.06;4475712.17;14409
Parcial;Parcial;---;---;---;---;---;11019500;442133.56;4475609.4;14415
Parcial;Parcial;---;---;---;---;---;11019532;442122.8;4475637.23;14416
Parcial;Parcial;---;---;---;---;---;11019533;442123.7;4475651.04;14417
Integral;Integral;Palacio;---;---;---;---;11019525;442306.33;4475668.07;14421
Parcial;Parcial;---;---;---;---;---;11019559;442320.74;4475650.57;14422
Estructural;Estructural;---;---;---;---;---;11019558;442319.93;4475638.35;14423
Ambiental;Ambiental;---;---;---;---;---;11019506;442284.68;4475598.74;14425
Parcial;Parcial;INISAS;---;---;---;---;11019504;442255.94;4475600.68;14427
Parcial;Parcial;---;---;---;---;---;11019481;442230.07;4475638.3;14429
Estructural;Estructural;Vivienda Unifamiliar;---;---;---;---;11019489;442245.04;4475846.15;14433
Integral;Integral;---;---;---;---;---;11019553;442279.77;4475854.85;14434
Singular;Singular;Casa-Palacio de Tejada;---;---;---;---;11019561;442335.02;4475838.51;14437
Singular;Singular;BANCA POPULARE DI NOVARA;---;---;---;---;11019530;442322.31;4475777.3;14439
Singular;Singular;Casa Palacio;---;---;---;---;11019529;442293.05;4475755.02;14441
Estructural;Estructural;PALACIO;---;---;---;---;11019528;442286.97;4475742.43;14442
Parcial;Parcial;VIVIENDA UNIFAMILIAR;---;---;---;---;11019487;442240.49;4475784.15;14444
Integral;Integral;Vivienda Unifamiliar;---;---;---;---;11019488;442242.23;4475809.98;14445
Parcial;Parcial;---;---;---;---;---;11014966;442482.14;4475566.58;14701
Ambiental;Ambiental;---;---;---;---;---;11014967;442500.3;4475565.32;14702
Estructural;Estructural;---;---;---;---;---;11014968;442514.05;4475564.29;14703
Parcial;Parcial;---;---;---;---;---;11014969;442528.06;4475563.19;14704
Integral;Integral;---;---;---;---;---;11014978;442570.61;4475530.42;14707
Parcial;Parcial;---;---;---;---;---;11014973;442564.06;4475442.7;14713
Estructural;Estructural;---;---;---;---;---;11014965;442542.55;4475425.55;14714
Estructural;Estructural;---;---;---;---;---;11014964;442531.4;4475426.33;14715
Parcial;Parcial;---;---;---;---;---;11014963;442521.36;4475427.03;14716
Parcial;Parcial;---;---;---;---;---;11014962;442503.92;4475428.32;14717
Parcial;Parcial;---;---;---;---;---;11014961;442489.96;4475429.32;14718
Parcial;Parcial;---;---;---;---;---;11014960;442470.9;4475430.66;14719
Parcial;Parcial;---;---;---;---;---;11014980;442460.88;4475449.56;14720
Parcial;Parcial;---;---;---;---;---;11014981;442461.89;4475464.12;14721
Parcial;Parcial;---;---;---;---;---;11014982;442462.76;4475476.69;14722
Parcial;Parcial;---;---;---;---;---;11014983;442463.76;4475491.13;14723
Parcial;Parcial;---;---;---;---;---;11014984;442464.9;4475507.6;14724
Parcial;Parcial;---;---;---;---;---;11014985;442466.33;4475528.21;14725
Parcial;Parcial;---;---;---;---;---;11014986;442467.56;4475545.99;14726
Demolición total;Estructural;---;---;Declaración Ruina Inminente por Resolución D Gral Gestión Urbanística 09 08 2006. Comprobada demolición en agosto de 2006;713/1993/12769;---;11015052;442602.06;4475557.78;14728
Parcial;Parcial;---;---;---;---;---;11015053;442627.11;4475555.94;14729
Parcial;Parcial;---;---;---;---;---;11015054;442647.37;4475554.58;14730
Estructural;Estructural;---;---;---;---;---;11015055;442660.83;4475553.63;14731
Parcial;Parcial;---;---;---;---;---;11015056;442673.71;4475552.56;14732
Parcial;Parcial;---;---;---;---;---;11015057;442686.0;4475551.71;14733
Parcial;Parcial;---;---;---;---;---;11015050;442690.5;4475518.58;14734
Parcial;Parcial;---;---;---;---;---;11015049;442689.53;4475505.55;14735
Parcial;Parcial;---;---;---;---;---;11015048;442688.48;4475491.49;14736
Parcial;Parcial;---;---;---;---;---;11015047;442687.42;4475477.25;14737
Parcial;Parcial;---;---;---;---;---;11015046;442686.48;4475463.52;14738
Parcial;Parcial;---;---;---;---;---;11015045;442685.41;4475449.4;14739
Parcial;Parcial;---;---;---;---;---;11015044;442684.41;4475435.33;14740
Parcial;Parcial;---;---;---;---;---;11015042;442673.36;4475416.23;14741
Parcial;Parcial;---;---;---;---;---;11015040;442624.58;4475419.71;14743
Parcial;Parcial;---;---;---;---;---;11015039;442611.62;4475420.65;14744
Parcial;Parcial;---;---;---;---;---;11015038;442581.56;4475423.98;14745
Ambiental;Ambiental;---;---;---;---;---;11015059;442583.22;4475458.75;14746
Ambiental;Ambiental;---;---;---;---;---;11015060;442584.82;4475480.73;14747
Ambiental;Ambiental;---;---;---;---;---;11015061;442586.29;4475501.01;14748
Ambiental;Ambiental;---;---;---;---;---;11015062;442587.79;4475521.8;14749
Parcial;Parcial;---;---;---;---;---;11015063;442589.03;4475539.02;14750
Parcial;Parcial;---;---;---;---;---;11015084;442724.92;4475534.15;14751
Parcial;Parcial;---;---;---;---;---;11015085;442741.64;4475547.74;14752
Parcial;Parcial;---;---;---;---;---;11015086;442757.26;4475546.67;14753
Parcial;Parcial;---;---;---;---;---;11015087;442772.73;4475545.57;14754
Parcial;Parcial;---;---;---;---;---;11015088;442788.27;4475544.41;14755
Parcial;Parcial;---;---;---;---;---;11015089;442803.27;4475543.21;14756
Parcial;Parcial;---;---;---;---;---;11015090;442816.17;4475542.28;14757
Parcial;Parcial;---;---;---;---;---;11015071;442835.93;4475534.62;14758
Parcial;Parcial;---;---;---;---;---;11015070;442834.95;4475521.45;14759
Parcial;Parcial;---;---;---;---;---;11015066;442828.08;4475425.22;14763
Ambiental;Ambiental;---;---;---;---;---;11015075;442768.95;4475409.42;14767
Parcial;Parcial;---;---;---;---;---;11015074;442753.48;4475410.52;14768
Parcial;Parcial;---;---;---;---;---;11015073;442743.49;4475411.24;14769
Parcial;Parcial;---;---;---;---;---;11015072;442735.88;4475411.43;14770
Demolición total;Ambiental;---;---;Resolución de licencia de demolición y sustitución de fecha 12.03.2013;711/2012/27033;---;11015079;442718.49;4475446.58;14771
Parcial;Parcial;---;---;---;---;---;11015080;442719.57;4475461.33;14772
Parcial;Parcial;---;---;---;---;---;11015081;442720.58;4475475.59;14773
Parcial;Parcial;---;---;---;---;---;11015082;442721.8;4475491.54;14774
Parcial;Parcial;---;---;---;---;---;11015083;442723.36;4475512.91;14775
Parcial;Parcial;---;---;---;---;---;11015120;442976.77;4475453.62;14787
Parcial;Parcial;---;---;---;---;---;11015119;442975.47;4475434.82;14788
Ambiental;Ambiental;---;---;---;---;---;11015405;443104.7;4475504.74;14794
Parcial;Parcial;---;---;---;---;---;11015400;443099.67;4475423.67;14798
Parcial;Parcial;---;---;---;---;---;20144414;443089.14;4475391.85;14799
Ambiental;Ambiental;---;---;---;---;---;11015367;443061.56;4475388.46;14800
Ambiental;Ambiental;---;---;---;---;---;11015366;443042.93;4475389.8;14801
Ambiental;Ambiental;---;---;---;---;---;11015382;443136.23;4475519.42;14807
Parcial;Parcial;---;---;---;---;---;11015384;443180.93;4475516.5;14809
Parcial;Parcial;---;---;---;---;---;11015390;443202.63;4475508.61;14810
Parcial;Parcial;---;---;---;---;---;11015389;443198.14;4475494.65;14811
Parcial;Parcial;---;---;---;---;---;11015388;443196.89;4475485.16;14812
Parcial;Parcial;---;---;---;---;---;11015387;443197.19;4475473.68;14813
Parcial;Parcial;---;---;---;---;---;11015364;443192.6;4475456.66;14814
Parcial;Parcial;---;---;---;---;---;11015363;443182.26;4475450.13;14815
Parcial;Parcial;---;---;---;---;---;11015362;443171.22;4475443.18;14816
Parcial;Parcial;---;---;---;---;---;11015359;443128.48;4475416.41;14819
Parcial;Parcial;---;---;---;---;---;11015397;443122.37;4475499.14;14821
Parcial;Parcial;---;---;---;---;---;11015352;443149.23;4475390.6;14822
Parcial;Parcial;---;---;---;---;---;11015353;443163.07;4475399.21;14823
Parcial;Parcial;---;---;---;---;---;11015355;443185.84;4475413.28;14825
Parcial;Parcial;---;---;---;---;---;11015356;443199.19;4475421.59;14826
Parcial;Parcial;---;---;---;---;---;11015357;443212.54;4475429.9;14827
Parcial;Parcial;---;---;---;---;---;11015394;443226.0;4475427.04;14828
Ambiental;Ambiental;---;---;---;---;---;11015393;443237.45;4475420.75;14829
Ambiental;Ambiental;---;---;---;---;---;11015392;443248.59;4475417.07;14830
Parcial;Parcial;Ocio y espectaculos;---;---;---;---;11015378;443273.88;4475394.45;14831
Parcial;Parcial;---;---;---;---;---;11015376;443245.15;4475375.29;14832
Parcial;Parcial;---;---;---;---;---;11015375;443232.58;4475376.22;14833
Parcial;Parcial;---;---;---;---;---;11015374;443221.14;4475377.06;14834
Parcial;Parcial;---;---;---;---;---;11015373;443208.32;4475378.0;14835
Parcial;Parcial;---;---;---;---;---;11014655;442341.83;4475090.57;14838
Ambiental;Ambiental;---;---;---;---;---;11014656;442358.98;4475082.18;14839
Ambiental;Ambiental;---;---;---;---;---;11014657;442375.0;4475074.35;14840
Ambiental;Ambiental;---;---;---;---;---;11014658;442390.43;4475066.18;14841
Parcial;Parcial;---;---;---;---;---;11014669;442413.26;4475027.2;14843
Parcial;Parcial;---;---;---;---;---;11014679;442375.13;4474997.98;14845
Parcial;Parcial;---;---;---;---;---;11014678;442360.39;4474998.99;14846
Integral;Integral;Casas de Daza.;---;---;---;---;11014693;442308.95;4475015.47;14849
Estructural;Estructural;---;---;---;---;---;11014694;442311.13;4475040.61;14850
Parcial;Parcial;---;---;---;---;---;11014695;442312.6;4475063.55;14851
Ambiental;Ambiental;---;---;---;---;---;11018936;442518.95;4476497.29;14861
Ambiental;Ambiental;---;---;---;---;---;11018936;442518.95;4476497.29;14862
Parcial;Parcial;---;---;---;---;---;11018934;442517.11;4476472.51;14863
Ambiental;Ambiental;---;---;---;---;---;11018928;442503.2;4476367.12;14867
Ambiental;Ambiental;---;---;---;---;---;11018927;442488.59;4476368.26;14868
Parcial;Parcial;INSTITUCION;---;---;---;---;11018926;442461.35;4476370.32;14869
Integral;Integral;Residencia;---;---;---;---;11018943;442407.46;4476394.48;14870
Parcial;Parcial;---;---;---;---;---;11018907;442568.22;4476464.9;14879
Parcial;Parcial;---;---;---;---;---;11018903;442609.54;4476412.01;14881
Parcial;Parcial;---;---;---;---;---;11018904;442603.09;4476420.27;14882
Ambiental;Ambiental;---;---;---;---;---;11018901;442627.16;4476389.64;14884
Demolición total;Estructural;---;---;"Descatalogado por la MPG  Exp. 714/2003/10285 (AD 14.02.2013).
Licencia de nueva planta Exp. 711/2013/11926, otorgada por Resolucion de 27.04.2015";711/2013/11926;---;11018915;442626.96;4476358.36;14886
Parcial;Parcial;---;---;---;---;---;11018913;442592.92;4476360.22;14888
Parcial;Parcial;---;---;---;---;---;11018912;442574.76;4476361.6;14889
Ambiental;Ambiental;---;---;---;---;---;11018911;442557.29;4476363.04;14890
Parcial;Parcial;---;---;---;---;---;11018919;442532.87;4476442.85;14897
Parcial;Parcial;---;---;---;---;---;11018960;442460.83;4476352.14;14901
Parcial;Parcial;---;---;---;---;---;11018967;442503.73;4476296.9;14907
Parcial;Parcial;---;---;---;---;---;11018966;442502.88;4476285.02;14908
Parcial;Parcial;---;---;---;---;---;11018965;442502.11;4476273.98;14909
Parcial;Parcial;---;---;---;---;---;11018964;442501.34;4476263.09;14910
Estructural;Estructural;---;---;---;---;---;11018957;442490.48;4476242.43;14911
Ambiental;Ambiental;---;---;---;---;---;11018956;442467.97;4476244.16;14912
Parcial;Parcial;---;---;---;---;---;11018955;442451.31;4476245.42;14914
Estructural;Estructural;---;---;---;---;---;11018953;442415.1;4476248.17;14917
Demolición total;Ambiental;Oficinas;---;Licencia de sutitución otorgada el 20.04.2017 Exp 711/2016/19479. Dictamen CPPHAN 25.11.2016 (Acta 40/2016);711/2016/19479;---;11018975;442398.41;4476268.92;14918
